0, 0
1, 0
2.97818e-11, 0.0165925

0, 0
1, 2.6617e-06
2.78356e-05, 0.0165925

0, 0
0.999998, 0.00199894
0.0186445, 0.0107021

0, 0
0.999992, 0.0039952
0.0306377, -0.000275074

0, 0
0.999982, 0.00599145
0.0382851, -0.0114788

0, 0
0.999968, 0.00798768
0.0434897, -0.0220185

0, 0
0.99995, 0.00998387
0.0471796, -0.0318161

0, 0
0.999928, 0.01198
0.0498437, -0.040933

0, 0
0.999902, 0.0139761
0.0517665, -0.0494472

0, 0
0.999872, 0.0159722
0.0531279, -0.0574285

0, 0
0.999839, 0.0179682
0.0540488, -0.0649357

0, 0
0.999801, 0.0199641
0.0546142, -0.0720174

0, 0
0.999759, 0.0219599
0.0548865, -0.0787137

0, 0
0.999713, 0.0239557
0.054913, -0.085058

0, 0
0.999663, 0.0259513
0.0547301, -0.0910785

0, 0
0.999609, 0.0279469
0.0543667, -0.0967993

0, 0
0.999552, 0.0299423
0.0538464, -0.102241

0, 0
0.99949, 0.0319376
0.0531881, -0.10742

0, 0
0.999424, 0.0339328
0.0524078, -0.112354

0, 0
0.999354, 0.0359279
0.0515188, -0.117054

0, 0
0.999281, 0.0379228
0.0505326, -0.121534

0, 0
0.999203, 0.0399176
0.0494589, -0.125803

0, 0
0.999121, 0.0419122
0.0483062, -0.129872

0, 0
0.999036, 0.0439066
0.0470818, -0.133747

0, 0
0.998946, 0.0459009
0.0457922, -0.137438

0, 0
0.998852, 0.0478949
0.0444432, -0.140949

0, 0
0.998755, 0.0498888
0.0430398, -0.144289

0, 0
0.998653, 0.0518825
0.0415867, -0.147462

0, 0
0.998548, 0.053876
0.040088, -0.150473

0, 0
0.998438, 0.0558693
0.0385475, -0.153326

0, 0
0.998325, 0.0578623
0.0369685, -0.156027

0, 0
0.998207, 0.0598551
0.0353541, -0.158578

0, 0
0.998086, 0.0618477
0.0337072, -0.160983

0, 0
0.99796, 0.06384
0.0320305, -0.163245

0, 0
0.997831, 0.0658321
0.0303263, -0.165368

0, 0
0.997697, 0.0678239
0.028597, -0.167353

0, 0
0.99756, 0.0698154
0.0268447, -0.169203

0, 0
0.997419, 0.0718067
0.0250714, -0.17092

0, 0
0.997273, 0.0737977
0.0232789, -0.172507

0, 0
0.997124, 0.0757884
0.021469, -0.173964

0, 0
0.996971, 0.0777788
0.0196434, -0.175294

0, 0
0.996813, 0.0797688
0.0178038, -0.176498

0, 0
0.996652, 0.0817586
0.0159516, -0.177577

0, 0
0.996487, 0.083748
0.0140883, -0.178532

0, 0
0.996318, 0.0857371
0.0122154, -0.179365

0, 0
0.996145, 0.0877258
0.0103343, -0.180076

0, 0
0.995968, 0.0897143
0.00844625, -0.180666

0, 0
0.995786, 0.0917023
0.00655261, -0.181135

0, 0
0.995601, 0.09369
0.00465467, -0.181485

0, 0
0.995412, 0.0956773
0.0027537, -0.181714

0, 0
0.995219, 0.0976642
0.000850971, -0.181824

0, 0
0.995022, 0.0996507
-0.00105228, -0.181815

0, 0
0.994822, 0.101637
-0.00295479, -0.181686

0, 0
0.994617, 0.103623
-0.00485531, -0.181438

0, 0
0.994408, 0.105608
-0.00675259, -0.18107

0, 0
0.994195, 0.107593
-0.00864534, -0.180582

0, 0
0.993978, 0.109577
-0.0105323, -0.179973

0, 0
0.993758, 0.111561
-0.0124121, -0.179244

0, 0
0.993533, 0.113545
-0.0142834, -0.178392

0, 0
0.993304, 0.115528
-0.0161448, -0.177417

0, 0
0.993072, 0.117511
-0.0179949, -0.176319

0, 0
0.992835, 0.119493
-0.0198322, -0.175095

0, 0
0.992595, 0.121475
-0.0216552, -0.173745

0, 0
0.99235, 0.123456
-0.0234622, -0.172268

0, 0
0.992102, 0.125437
-0.0252515, -0.170661

0, 0
0.991849, 0.127417
-0.0270214, -0.168923

0, 0
0.991593, 0.129397
-0.0287699, -0.167052

0, 0
0.991333, 0.131376
-0.0304951, -0.165045

0, 0
0.991068, 0.133355
-0.0321948, -0.162901

0, 0
0.9908, 0.135333
-0.0338667, -0.160616

0, 0
0.990528, 0.13731
-0.0355082, -0.158188

0, 0
