0	1
1	1
2	1
3	1
4	1
5	1
6	1
7	1
8	1
9	1
10	1
11	1
12	1
13	1
14	1
15	1
16	1
17	1
18	1
19	1
20	1
21	1
22	1
23	1
24	1
25	1
26	1
27	1
28	1
29	1
30	1
31	1
32	1.00001
33	1.00001
34	1.00001
35	1.00001
36	1.00001
37	1.00001
38	1.00001
39	1.00001
40	1.00001
41	1.00001
42	1.00001
43	1.00001
44	1.00001
45	1.00001
46	1.00001
47	1.00001
48	1.00001
49	1.00001
50	1.00001
51	1.00001
52	1.00001
53	1.00001
54	1.00001
55	1.00001
56	1.00001
57	1.00001
58	1.00001
59	1.00001
60	1.00001
61	1.00001
62	1.00001
63	1.00001
64	1.00001
65	1.00001
66	1.00001
67	1.00001
68	1.00001
69	1.00001
70	1.00001
71	1.00001
72	1.00001
73	1.00001
74	1.00001
75	1.00001
76	1.00001
77	1.00001
78	1.00001
79	1.00001
80	1.00001
81	1.00001
82	1.00001
83	1.00001
84	1.00001
85	1.00001
86	1.00001
87	1.00001
88	1.00001
89	1.00001
90	1.00001
91	1.00001
92	1.00001
93	1.00001
94	1.00001
95	1.00001
96	1.00001
97	1.00001
98	1.00001
99	1.00001
100	1.00001
101	1.00001
102	1.00001
103	1.00001
104	1.00001
105	1.00001
106	1.00002
107	1.00001
108	1.00001
109	1.00002
110	1.00002
111	1.00002
112	1.00002
113	1.00002
114	1.00002
115	1.00002
116	1.00002
117	1.00002
118	1.00002
119	1.00002
120	1.00002
121	1.00002
122	1.00002
123	1.00002
124	1.00002
125	1.00002
126	1.00002
127	1.00002
128	1.00002
129	1.00002
130	1.00002
131	1.00002
132	1.00002
133	1.00002
134	1.00002
135	1.00002
136	1.00002
137	1.00002
138	1.00002
139	1.00002
140	1.00002
141	1.00002
142	1.00002
143	1.00002
144	1.00002
145	1.00002
146	1.00002
147	1.00002
148	1.00002
149	1.00002
150	1.00002
151	1.00002
152	1.00002
153	1.00002
154	1.00002
155	1.00002
156	1.00002
157	1.00002
158	1.00002
159	1.00002
160	1.00002
161	1.00002
162	1.00002
163	1.00002
164	1.00002
165	1.00002
166	1.00002
167	1.00002
168	1.00002
169	1.00002
170	1.00002
171	1.00002
172	1.00002
173	1.00002
174	1.00002
175	1.00002
176	1.00002
177	1.00002
178	1.00002
179	1.00002
180	1.00002
181	1.00002
182	1.00002
183	1.00002
184	1.00002
185	1.00002
186	1.00002
187	1.00002
188	1.00002
189	1.00002
190	1.00002
191	1.00002
192	1.00002
193	1.00002
194	1.00002
195	1.00002
196	1.00002
197	1.00002
198	1.00002
199	1.00002
200	1.00003
201	1.00002
202	1.00002
203	1.00002
204	1.00003
205	1.00003
206	1.00003
207	1.00003
208	1.00003
209	1.00003
210	1.00003
211	1.00003
212	1.00003
213	1.00003
214	1.00003
215	1.00003
216	1.00003
217	1.00003
218	1.00003
219	1.00003
220	1.00003
221	1.00003
222	1.00003
223	1.00003
224	1.00003
225	1.00003
226	1.00003
227	1.00003
228	1.00003
229	1.00003
230	1.00003
231	1.00003
232	1.00003
233	1.00003
234	1.00003
235	1.00003
236	1.00003
237	1.00003
238	1.00003
239	1.00003
240	1.00003
241	1.00003
242	1.00003
243	1.00003
244	1.00003
245	1.00003
246	1.00003
247	1.00003
248	1.00003
249	1.00003
250	1.00003
251	1.00003
252	1.00003
253	1.00003
254	1.00003
255	1.00003
256	1.00003
257	1.00003
258	1.00003
259	1.00003
260	1.00003
261	1.00003
262	1.00003
263	1.00003
264	1.00003
265	1.00003
266	1.00003
267	1.00003
268	1.00003
269	1.00003
270	1.00003
271	1.00003
272	1.00003
273	1.00003
274	1.00003
275	1.00003
276	1.00003
277	1.00003
278	1.00003
279	1.00003
280	1.00003
281	1.00003
282	1.00003
283	1.00003
284	1.00004
285	1.00004
286	1.00004
287	1.00004
288	1.00004
289	1.00004
290	1.00004
291	1.00004
292	1.00004
293	1.00004
294	1.00004
295	1.00004
296	1.00004
297	1.00004
298	1.00004
299	1.00004
300	1.00004
301	1.00004
302	1.00004
303	1.00004
304	1.00004
305	1.00004
306	1.00004
307	1.00004
308	1.00004
309	1.00004
310	1.00004
311	1.00004
312	1.00004
313	1.00004
314	1.00004
315	1.00004
316	1.00004
317	1.00004
318	1.00004
319	1.00004
320	1.00004
321	1.00004
322	1.00004
323	1.00004
324	1.00004
325	1.00004
326	1.00004
327	1.00004
328	1.00004
329	1.00004
330	1.00004
331	1.00004
332	1.00004
333	1.00004
334	1.00004
335	1.00004
336	1.00004
337	1.00004
338	1.00004
339	1.00004
340	1.00004
341	1.00004
342	1.00004
343	1.00004
344	1.00004
345	1.00004
346	1.00004
347	1.00005
348	1.00005
349	1.00005
350	1.00005
351	1.00005
352	1.00005
353	1.00005
354	1.00005
355	1.00005
356	1.00005
357	1.00005
358	1.00005
359	1.00005
360	1.00005
361	1.00005
362	1.00005
363	1.00005
364	1.00005
365	1.00005
366	1.00005
367	1.00005
368	1.00005
369	1.00005
370	1.00005
371	1.00005
372	1.00005
373	1.00005
374	1.00005
375	1.00005
376	1.00005
377	1.00005
378	1.00005
379	1.00005
380	1.00005
381	1.00005
382	1.00005
383	1.00005
384	1.00005
385	1.00005
386	1.00005
387	1.00005
388	1.00005
389	1.00005
390	1.00005
391	1.00005
392	1.00005
393	1.00005
394	1.00005
395	1.00005
396	1.00005
397	1.00005
398	1.00005
399	1.00005
400	1.00005
401	1.00005
402	1.00005
403	1.00005
404	1.00005
405	1.00005
406	1.00005
407	1.00005
408	1.00005
409	1.00005
410	1.00006
411	1.00005
412	1.00006
413	1.00006
414	1.00006
415	1.00006
416	1.00006
417	1.00006
418	1.00006
419	1.00006
420	1.00006
421	1.00006
422	1.00006
423	1.00006
424	1.00006
425	1.00006
426	1.00006
427	1.00006
428	1.00006
429	1.00006
430	1.00006
431	1.00006
432	1.00006
433	1.00006
434	1.00006
435	1.00006
436	1.00006
437	1.00006
438	1.00006
439	1.00006
440	1.00006
441	1.00006
442	1.00006
443	1.00006
444	1.00006
445	1.00006
446	1.00006
447	1.00006
448	1.00006
449	1.00006
450	1.00006
451	1.00006
452	1.00006
453	1.00006
454	1.00006
455	1.00006
456	1.00006
457	1.00006
458	1.00006
459	1.00006
460	1.00006
461	1.00006
462	1.00006
463	1.00006
464	1.00006
465	1.00006
466	1.00006
467	1.00006
468	1.00006
469	1.00006
470	1.00006
471	1.00006
472	1.00006
473	1.00006
474	1.00006
475	1.00006
476	1.00006
477	1.00006
478	1.00006
